Employee_ID,Name,Department,Years_Experience,Current_Project_ID,Location,Experience_Text,Skills,Experience_Level,All_Skills,Has_Current_Project
E1010,Charles King,DevOps,12.9,,Mumbai,"Worked on projects involving NoSQL, Scrum Methodology, and IoT. Delivered solutions for retail domain.",nosql scrum methodology iot involving nosql scrum methodology iot,Expert,nosql scrum methodology iot involving nosql scrum methodology iot,False
E1011,Michelle Foster,Software Development,1.8,,Mumbai,"Worked on projects involving Machine Learning, Data Visualization, and SQL. Delivered solutions for healthcare domain.",machine learning data visualization sql involving machine learning data visualization sql,Junior,machine learning data visualization sql involving machine learning data visualization sql,False
E1012,Rachael Kirby,Software Development,9.6,,Delhi,"Worked on projects involving Real-time Data Processing, Terraform, and Data Engineering. Delivered solutions for insurance domain.",real-time data processing terraform data engineering involving real-time data processing terraform data engineering,Senior,real-time data processing terraform data engineering involving real-time data processing terraform data engineering,False
E1013,Maria Williams,DevOps,13.7,,Delhi,"Worked on projects involving Azure, Data Lake Implementation, and NoSQL Database Management. Delivered solutions for finance domain.",azure data lake implementation nosql database management involving azure data lake implementation nosql database management,Expert,azure data lake implementation nosql database management involving azure data lake implementation nosql database management,False
E1014,Jennifer Campbell,Cloud Engineering,12.8,,Chennai,"Worked on projects involving Agile Project Management, REST APIs, and Microservices Architecture. Delivered solutions for insurance domain.",agile management rest apis microservices architecture involving agile management rest apis microservices architecture,Expert,agile management rest apis microservices architecture involving agile management rest apis microservices architecture,False
E1015,Emily Smith,Cybersecurity,6.6,,Delhi,"Worked on projects involving Data Visualization, Data Quality Management, and CI/CD. Delivered solutions for healthcare domain.",data visualization data quality management ci/cd involving data visualization data quality management ci/cd,Mid-Level,data visualization data quality management ci/cd involving data visualization data quality management ci/cd,False
E1016,Ashley Ryan,Cloud Engineering,5.3,,Pune,"Worked on projects involving Data Lake Implementation, Network Security, and Incident Response. Delivered solutions for insurance domain.",data lake implementation network security incident response involving data lake implementation network security incident response,Mid-Level,data lake implementation network security incident response involving data lake implementation network security incident response,False
E1017,Noah Larsen,Software Development,14.8,,Pune,"Worked on projects involving Penetration Testing, Scrum, and TensorFlow. Delivered solutions for retail domain.",penetration testing scrum tensorflow involving penetration testing scrum tensorflow,Expert,penetration testing scrum tensorflow involving penetration testing scrum tensorflow,False
E1018,Blake Evans,Software Development,10.9,,Delhi,"Worked on projects involving Java, Java, and CI/CD. Delivered solutions for insurance domain.",java java ci/cd involving java java ci/cd,Senior,java java ci/cd involving java java ci/cd,False
E1019,Evan Williams,DevOps,2.8,,Chennai,"Worked on projects involving Data Engineering, Scrum, and NoSQL. Delivered solutions for telecom domain.",data engineering scrum nosql involving data engineering scrum nosql,Junior,data engineering scrum nosql involving data engineering scrum nosql,False
E1020,Louis Larson,Cloud Engineering,9.0,,Chennai,"Worked on projects involving Edge Computing, Jenkins, and Data Quality Management. Delivered solutions for finance domain.",edge computing jenkins data quality management involving edge computing jenkins data quality management,Senior,edge computing jenkins data quality management involving edge computing jenkins data quality management,False
E1021,James Wilkerson,DevOps,9.8,,Mumbai,"Worked on projects involving Data Lake Implementation, GraphQL, and Serverless Architecture. Delivered solutions for retail domain.",data lake implementation graphql serverless architecture involving data lake implementation graphql serverless architecture,Senior,data lake implementation graphql serverless architecture involving data lake implementation graphql serverless architecture,False
E1022,Brian Johnson,Data Science,5.7,,Mumbai,"Worked on projects involving Data Quality Management, PostgreSQL, and UI/UX Design. Delivered solutions for finance domain.",data quality management postgresql ui/ux design involving data quality management postgresql ui/ux design,Mid-Level,data quality management postgresql ui/ux design involving data quality management postgresql ui/ux design,False
E1023,Daniel Stone,Cybersecurity,6.6,,Mumbai,"Worked on projects involving Jenkins, Robotic Process Automation, and NLP. Delivered solutions for insurance domain.",jenkins robotic process automation nlp involving jenkins robotic process automation nlp,Mid-Level,jenkins robotic process automation nlp involving jenkins robotic process automation nlp,False
E1024,Debbie Santos,Cloud Engineering,12.9,,Chennai,"Worked on projects involving AWS, Data Visualization, and Healthcare Analytics. Delivered solutions for telecom domain.",aws data visualization healthcare analytics involving aws data visualization healthcare analytics,Expert,aws data visualization healthcare analytics involving aws data visualization healthcare analytics,False
